Area,B,C,D,E,F,G,H,I,J
8727,4,4,3,3,1,3,4,3,5
8728,4,4,3,3,2,2,1,1,1
8729,4,4,3,3,2,2,2,1,1
8730,4,4,3,3,2,2,3,1,1
8731,4,4,3,3,2,2,4,1,1
8732,4,4,3,3,3,2,1,1,1
8733,4,4,3,3,3,2,2,1,1
8734,4,4,3,3,3,2,3,1,1
8735,4,4,3,3,3,2,4,1,1
8736,4,5,1,1,1,1,1,1,5
8737,4,5,1,1,1,1,1,2,5
8738,4,5,1,1,1,1,1,3,5
8739,4,5,1,1,1,1,2,1,5
8740,4,5,1,1,1,1,2,2,5
8741,4,5,1,1,1,1,2,3,5
8742,4,5,1,1,1,1,3,1,5
8743,4,5,1,1,1,1,3,2,5
8744,4,5,1,1,1,1,3,3,5
8745,4,5,1,1,1,1,4,1,5
8746,4,5,1,1,1,1,4,2,5
8747,4,5,1,1,1,1,4,3,5
8748,4,5,1,1,1,2,1,1,5
8749,4,5,1,1,1,2,1,2,5
8750,4,5,1,1,1,2,1,3,5
8751,4,5,1,1,1,2,2,1,5
8752,4,5,1,1,1,2,2,2,5
8753,4,5,1,1,1,2,2,3,5
8754,4,5,1,1,1,2,3,1,5
8755,4,5,1,1,1,2,3,2,5
8756,4,5,1,1,1,2,3,3,5
8757,4,5,1,1,1,2,4,1,5
8758,4,5,1,1,1,2,4,2,5
8759,4,5,1,1,1,2,4,3,5
8760,4,5,1,1,1,3,1,1,5
8761,4,5,1,1,1,3,1,2,5
8762,4,5,1,1,1,3,1,3,5
8763,4,5,1,1,1,3,2,1,5
8764,4,5,1,1,1,3,2,2,5
8765,4,5,1,1,1,3,2,3,5
8766,4,5,1,1,1,3,3,1,5
8767,4,5,1,1,1,3,3,2,5
8768,4,5,1,1,1,3,3,3,5
8769,4,5,1,1,1,3,4,1,5
8770,4,5,1,1,1,3,4,2,5
8771,4,5,1,1,1,3,4,3,5
8772,4,5,1,1,2,2,1,1,1
8773,4,5,1,1,2,2,2,1,1
8774,4,5,1,1,2,2,3,1,1
8775,4,5,1,1,2,2,4,1,1
8776,4,5,1,1,3,2,1,1,1
8777,4,5,1,1,3,2,2,1,1
8778,4,5,1,1,3,2,3,1,1
8779,4,5,1,1,3,2,4,1,1
8780,4,5,1,2,1,1,1,1,5
8781,4,5,1,2,1,1,1,2,5
8782,4,5,1,2,1,1,1,3,5
8783,4,5,1,2,1,1,2,1,5
8784,4,5,1,2,1,1,2,2,5
8785,4,5,1,2,1,1,2,3,5
8786,4,5,1,2,1,1,3,1,5
8787,4,5,1,2,1,1,3,2,5
8788,4,5,1,2,1,1,3,3,5
8789,4,5,1,2,1,1,4,1,5
8790,4,5,1,2,1,1,4,2,5
8791,4,5,1,2,1,1,4,3,5
8792,4,5,1,2,1,2,1,1,5
8793,4,5,1,2,1,2,1,2,5
8794,4,5,1,2,1,2,1,3,5
8795,4,5,1,2,1,2,2,1,5
8796,4,5,1,2,1,2,2,2,5
8797,4,5,1,2,1,2,2,3,5
8798,4,5,1,2,1,2,3,1,5
8799,4,5,1,2,1,2,3,2,5
8800,4,5,1,2,1,2,3,3,5
8801,4,5,1,2,1,2,4,1,5
8802,4,5,1,2,1,2,4,2,5
8803,4,5,1,2,1,2,4,3,5
8804,4,5,1,2,1,3,1,1,5
8805,4,5,1,2,1,3,1,2,5
8806,4,5,1,2,1,3,1,3,5
8807,4,5,1,2,1,3,2,1,5
8808,4,5,1,2,1,3,2,2,5
8809,4,5,1,2,1,3,2,3,5
8810,4,5,1,2,1,3,3,1,5
8811,4,5,1,2,1,3,3,2,5
8812,4,5,1,2,1,3,3,3,5
8813,4,5,1,2,1,3,4,1,5
8814,4,5,1,2,1,3,4,2,5
8815,4,5,1,2,1,3,4,3,5
8816,4,5,1,2,2,2,1,1,1
8817,4,5,1,2,2,2,2,1,1
8818,4,5,1,2,2,2,3,1,1
8819,4,5,1,2,2,2,4,1,1
8820,4,5,1,2,3,2,1,1,1
8821,4,5,1,2,3,2,2,1,1
8822,4,5,1,2,3,2,3,1,1
8823,4,5,1,2,3,2,4,1,1
8824,4,5,1,3,1,1,1,1,5
8825,4,5,1,3,1,1,1,2,5
8826,4,5,1,3,1,1,1,3,5
8827,4,5,1,3,1,1,2,1,5
8828,4,5,1,3,1,1,2,2,5
8829,4,5,1,3,1,1,2,3,5
8830,4,5,1,3,1,1,3,1,5
8831,4,5,1,3,1,1,3,2,5
8832,4,5,1,3,1,1,3,3,5
8833,4,5,1,3,1,1,4,1,5
8834,4,5,1,3,1,1,4,2,5
8835,4,5,1,3,1,1,4,3,5
8836,4,5,1,3,1,2,1,1,5
8837,4,5,1,3,1,2,1,2,5
8838,4,5,1,3,1,2,1,3,5
8839,4,5,1,3,1,2,2,1,5
8840,4,5,1,3,1,2,2,2,5
8841,4,5,1,3,1,2,2,3,5
8842,4,5,1,3,1,2,3,1,5
8843,4,5,1,3,1,2,3,2,5
8844,4,5,1,3,1,2,3,3,5
8845,4,5,1,3,1,2,4,1,5
8846,4,5,1,3,1,2,4,2,5
8847,4,5,1,3,1,2,4,3,5
8848,4,5,1,3,1,3,1,1,5
8849,4,5,1,3,1,3,1,2,5
8850,4,5,1,3,1,3,1,3,5
8851,4,5,1,3,1,3,2,1,5
8852,4,5,1,3,1,3,2,2,5
8853,4,5,1,3,1,3,2,3,5
8854,4,5,1,3,1,3,3,1,5
8855,4,5,1,3,1,3,3,2,5
8856,4,5,1,3,1,3,3,3,5
8857,4,5,1,3,1,3,4,1,5
8858,4,5,1,3,1,3,4,2,5
8859,4,5,1,3,1,3,4,3,5
8860,4,5,1,3,2,2,1,1,1
8861,4,5,1,3,2,2,2,1,1
8862,4,5,1,3,2,2,3,1,1
8863,4,5,1,3,2,2,4,1,1
8864,4,5,1,3,3,2,1,1,1
8865,4,5,1,3,3,2,2,1,1
8866,4,5,1,3,3,2,3,1,1
8867,4,5,1,3,3,2,4,1,1
8868,4,5,2,1,1,1,1,1,5
8869,4,5,2,1,1,1,1,2,5
8870,4,5,2,1,1,1,1,3,5
8871,4,5,2,1,1,1,2,1,5
8872,4,5,2,1,1,1,2,2,5
8873,4,5,2,1,1,1,2,3,5
8874,4,5,2,1,1,1,3,1,5
8875,4,5,2,1,1,1,3,2,5
8876,4,5,2,1,1,1,3,3,5
8877,4,5,2,1,1,1,4,1,5
8878,4,5,2,1,1,1,4,2,5
8879,4,5,2,1,1,1,4,3,5
8880,4,5,2,1,1,2,1,1,5
8881,4,5,2,1,1,2,1,2,5
8882,4,5,2,1,1,2,1,3,5
8883,4,5,2,1,1,2,2,1,5
8884,4,5,2,1,1,2,2,2,5
8885,4,5,2,1,1,2,2,3,5
8886,4,5,2,1,1,2,3,1,5
8887,4,5,2,1,1,2,3,2,5
8888,4,5,2,1,1,2,3,3,5
8889,4,5,2,1,1,2,4,1,5
8890,4,5,2,1,1,2,4,2,5
8891,4,5,2,1,1,2,4,3,5
8892,4,5,2,1,1,3,1,1,5
8893,4,5,2,1,1,3,1,2,5
8894,4,5,2,1,1,3,1,3,5
8895,4,5,2,1,1,3,2,1,5
8896,4,5,2,1,1,3,2,2,5
8897,4,5,2,1,1,3,2,3,5
8898,4,5,2,1,1,3,3,1,5
8899,4,5,2,1,1,3,3,2,5
8900,4,5,2,1,1,3,3,3,5
8901,4,5,2,1,1,3,4,1,5
8902,4,5,2,1,1,3,4,2,5
8903,4,5,2,1,1,3,4,3,5
8904,4,5,2,1,2,2,1,1,1
8905,4,5,2,1,2,2,2,1,1
8906,4,5,2,1,2,2,3,1,1
8907,4,5,2,1,2,2,4,1,1
8908,4,5,2,1,3,2,1,1,1
8909,4,5,2,1,3,2,2,1,1
8910,4,5,2,1,3,2,3,1,1
8911,4,5,2,1,3,2,4,1,1
8912,4,5,2,2,1,1,1,1,5
8913,4,5,2,2,1,1,1,2,5
8914,4,5,2,2,1,1,1,3,5
8915,4,5,2,2,1,1,2,1,5
8916,4,5,2,2,1,1,2,2,5
8917,4,5,2,2,1,1,2,3,5
8918,4,5,2,2,1,1,3,1,5
8919,4,5,2,2,1,1,3,2,5
8920,4,5,2,2,1,1,3,3,5
8921,4,5,2,2,1,1,4,1,5
8922,4,5,2,2,1,1,4,2,5
8923,4,5,2,2,1,1,4,3,5
8924,4,5,2,2,1,2,1,1,5
8925,4,5,2,2,1,2,1,2,5
8926,4,5,2,2,1,2,1,3,5
8927,4,5,2,2,1,2,2,1,5
8928,4,5,2,2,1,2,2,2,5
8929,4,5,2,2,1,2,2,3,5
8930,4,5,2,2,1,2,3,1,5
8931,4,5,2,2,1,2,3,2,5
8932,4,5,2,2,1,2,3,3,5
8933,4,5,2,2,1,2,4,1,5
8934,4,5,2,2,1,2,4,2,5
8935,4,5,2,2,1,2,4,3,5
8936,4,5,2,2,1,3,1,1,5
8937,4,5,2,2,1,3,1,2,5
8938,4,5,2,2,1,3,1,3,5
8939,4,5,2,2,1,3,2,1,5
8940,4,5,2,2,1,3,2,2,5
8941,4,5,2,2,1,3,2,3,5
8942,4,5,2,2,1,3,3,1,5
8943,4,5,2,2,1,3,3,2,5
8944,4,5,2,2,1,3,3,3,5
8945,4,5,2,2,1,3,4,1,5
8946,4,5,2,2,1,3,4,2,5
8947,4,5,2,2,1,3,4,3,5
8948,4,5,2,2,2,2,1,1,1
8949,4,5,2,2,2,2,2,1,1
8950,4,5,2,2,2,2,3,1,1
8951,4,5,2,2,2,2,4,1,1
8952,4,5,2,2,3,2,1,1,1
8953,4,5,2,2,3,2,2,1,1
8954,4,5,2,2,3,2,3,1,1
8955,4,5,2,2,3,2,4,1,1
8956,4,5,2,3,1,1,1,1,5
8957,4,5,2,3,1,1,1,2,5
8958,4,5,2,3,1,1,1,3,5
8959,4,5,2,3,1,1,2,1,5
8960,4,5,2,3,1,1,2,2,5
8961,4,5,2,3,1,1,2,3,5
8962,4,5,2,3,1,1,3,1,5
8963,4,5,2,3,1,1,3,2,5
8964,4,5,2,3,1,1,3,3,5
8965,4,5,2,3,1,1,4,1,5
8966,4,5,2,3,1,1,4,2,5
8967,4,5,2,3,1,1,4,3,5
8968,4,5,2,3,1,2,1,1,5
8969,4,5,2,3,1,2,1,2,5
8970,4,5,2,3,1,2,1,3,5
8971,4,5,2,3,1,2,2,1,5
8972,4,5,2,3,1,2,2,2,5
8973,4,5,2,3,1,2,2,3,5
8974,4,5,2,3,1,2,3,1,5
8975,4,5,2,3,1,2,3,2,5
8976,4,5,2,3,1,2,3,3,5
8977,4,5,2,3,1,2,4,1,5
8978,4,5,2,3,1,2,4,2,5
8979,4,5,2,3,1,2,4,3,5
8980,4,5,2,3,1,3,1,1,5
8981,4,5,2,3,1,3,1,2,5
8982,4,5,2,3,1,3,1,3,5
8983,4,5,2,3,1,3,2,1,5
8984,4,5,2,3,1,3,2,2,5
8985,4,5,2,3,1,3,2,3,5
8986,4,5,2,3,1,3,3,1,5
8987,4,5,2,3,1,3,3,2,5
8988,4,5,2,3,1,3,3,3,5
8989,4,5,2,3,1,3,4,1,5
8990,4,5,2,3,1,3,4,2,5
8991,4,5,2,3,1,3,4,3,5
8992,4,5,2,3,2,2,1,1,1
8993,4,5,2,3,2,2,2,1,1
8994,4,5,2,3,2,2,3,1,1
8995,4,5,2,3,2,2,4,1,1
8996,4,5,2,3,3,2,1,1,1
8997,4,5,2,3,3,2,2,1,1
8998,4,5,2,3,3,2,3,1,1
8999,4,5,2,3,3,2,4,1,1
9000,4,5,3,1,1,1,1,1,5
9001,4,5,3,1,1,1,1,2,5
9002,4,5,3,1,1,1,1,3,5
9003,4,5,3,1,1,1,2,1,5
9004,4,5,3,1,1,1,2,2,5
9005,4,5,3,1,1,1,2,3,5
9006,4,5,3,1,1,1,3,1,5
9007,4,5,3,1,1,1,3,2,5
9008,4,5,3,1,1,1,3,3,5
9009,4,5,3,1,1,1,4,1,5
9010,4,5,3,1,1,1,4,2,5
9011,4,5,3,1,1,1,4,3,5
9012,4,5,3,1,1,2,1,1,5
9013,4,5,3,1,1,2,1,2,5
9014,4,5,3,1,1,2,1,3,5
9015,4,5,3,1,1,2,2,1,5
9016,4,5,3,1,1,2,2,2,5
9017,4,5,3,1,1,2,2,3,5
9018,4,5,3,1,1,2,3,1,5
9019,4,5,3,1,1,2,3,2,5
9020,4,5,3,1,1,2,3,3,5
9021,4,5,3,1,1,2,4,1,5
9022,4,5,3,1,1,2,4,2,5
9023,4,5,3,1,1,2,4,3,5
9024,4,5,3,1,1,3,1,1,5
9025,4,5,3,1,1,3,1,2,5
9026,4,5,3,1,1,3,1,3,5
9027,4,5,3,1,1,3,2,1,5
9028,4,5,3,1,1,3,2,2,5
9029,4,5,3,1,1,3,2,3,5
9030,4,5,3,1,1,3,3,1,5
9031,4,5,3,1,1,3,3,2,5
9032,4,5,3,1,1,3,3,3,5
9033,4,5,3,1,1,3,4,1,5
9034,4,5,3,1,1,3,4,2,5
9035,4,5,3,1,1,3,4,3,5
9036,4,5,3,1,2,2,1,1,1
9037,4,5,3,1,2,2,2,1,1
9038,4,5,3,1,2,2,3,1,1
9039,4,5,3,1,2,2,4,1,1
9040,4,5,3,1,3,2,1,1,1
9041,4,5,3,1,3,2,2,1,1
9042,4,5,3,1,3,2,3,1,1
9043,4,5,3,1,3,2,4,1,1
9044,4,5,3,2,1,1,1,1,5
9045,4,5,3,2,1,1,1,2,5
9046,4,5,3,2,1,1,1,3,5
9047,4,5,3,2,1,1,2,1,5
9048,4,5,3,2,1,1,2,2,5
9049,4,5,3,2,1,1,2,3,5
9050,4,5,3,2,1,1,3,1,5
9051,4,5,3,2,1,1,3,2,5
9052,4,5,3,2,1,1,3,3,5
9053,4,5,3,2,1,1,4,1,5
9054,4,5,3,2,1,1,4,2,5
9055,4,5,3,2,1,1,4,3,5
9056,4,5,3,2,1,2,1,1,5
9057,4,5,3,2,1,2,1,2,5
9058,4,5,3,2,1,2,1,3,5
9059,4,5,3,2,1,2,2,1,5
9060,4,5,3,2,1,2,2,2,5
9061,4,5,3,2,1,2,2,3,5
9062,4,5,3,2,1,2,3,1,5
9063,4,5,3,2,1,2,3,2,5
9064,4,5,3,2,1,2,3,3,5
9065,4,5,3,2,1,2,4,1,5
9066,4,5,3,2,1,2,4,2,5
9067,4,5,3,2,1,2,4,3,5
9068,4,5,3,2,1,3,1,1,5
9069,4,5,3,2,1,3,1,2,5
9070,4,5,3,2,1,3,1,3,5
9071,4,5,3,2,1,3,2,1,5
9072,4,5,3,2,1,3,2,2,5
9073,4,5,3,2,1,3,2,3,5
9074,4,5,3,2,1,3,3,1,5
9075,4,5,3,2,1,3,3,2,5
9076,4,5,3,2,1,3,3,3,5
9077,4,5,3,2,1,3,4,1,5
9078,4,5,3,2,1,3,4,2,5
9079,4,5,3,2,1,3,4,3,5
9080,4,5,3,2,2,2,1,1,1
9081,4,5,3,2,2,2,2,1,1
9082,4,5,3,2,2,2,3,1,1
9083,4,5,3,2,2,2,4,1,1
9084,4,5,3,2,3,2,1,1,1
9085,4,5,3,2,3,2,2,1,1
9086,4,5,3,2,3,2,3,1,1
9087,4,5,3,2,3,2,4,1,1
9088,4,5,3,3,1,1,1,1,5
9089,4,5,3,3,1,1,1,2,5
9090,4,5,3,3,1,1,1,3,5
9091,4,5,3,3,1,1,2,1,5
9092,4,5,3,3,1,1,2,2,5
9093,4,5,3,3,1,1,2,3,5
9094,4,5,3,3,1,1,3,1,5
9095,4,5,3,3,1,1,3,2,5
9096,4,5,3,3,1,1,3,3,5
9097,4,5,3,3,1,1,4,1,5
9098,4,5,3,3,1,1,4,2,5
9099,4,5,3,3,1,1,4,3,5
9100,4,5,3,3,1,2,1,1,5
9101,4,5,3,3,1,2,1,2,5
9102,4,5,3,3,1,2,1,3,5
9103,4,5,3,3,1,2,2,1,5
9104,4,5,3,3,1,2,2,2,5
9105,4,5,3,3,1,2,2,3,5
9106,4,5,3,3,1,2,3,1,5
9107,4,5,3,3,1,2,3,2,5
9108,4,5,3,3,1,2,3,3,5
9109,4,5,3,3,1,2,4,1,5
9110,4,5,3,3,1,2,4,2,5
9111,4,5,3,3,1,2,4,3,5
9112,4,5,3,3,1,3,1,1,5
9113,4,5,3,3,1,3,1,2,5
9114,4,5,3,3,1,3,1,3,5
9115,4,5,3,3,1,3,2,1,5
9116,4,5,3,3,1,3,2,2,5
9117,4,5,3,3,1,3,2,3,5
9118,4,5,3,3,1,3,3,1,5
9119,4,5,3,3,1,3,3,2,5
9120,4,5,3,3,1,3,3,3,5
9121,4,5,3,3,1,3,4,1,5
9122,4,5,3,3,1,3,4,2,5
9123,4,5,3,3,1,3,4,3,5
9124,4,5,3,3,2,2,1,1,1
9125,4,5,3,3,2,2,2,1,1
9126,4,5,3,3,2,2,3,1,1
9127,4,5,3,3,2,2,4,1,1
9128,4,5,3,3,3,2,1,1,1
9129,4,5,3,3,3,2,2,1,1
9130,4,5,3,3,3,2,3,1,1
9131,4,5,3,3,3,2,4,1,1
9132,4,6,1,1,1,1,1,1,5
9133,4,6,1,1,1,1,1,2,5
9134,4,6,1,1,1,1,1,3,5
9135,4,6,1,1,1,1,2,1,5
9136,4,6,1,1,1,1,2,2,5
9137,4,6,1,1,1,1,2,3,5
9138,4,6,1,1,1,1,3,1,5
9139,4,6,1,1,1,1,3,2,5
9140,4,6,1,1,1,1,3,3,5
9141,4,6,1,1,1,1,4,1,5
9142,4,6,1,1,1,1,4,2,5
9143,4,6,1,1,1,1,4,3,5
9144,4,6,1,1,1,2,1,1,5
9145,4,6,1,1,1,2,1,2,5
9146,4,6,1,1,1,2,1,3,5
9147,4,6,1,1,1,2,2,1,5
9148,4,6,1,1,1,2,2,2,5
9149,4,6,1,1,1,2,2,3,5
9150,4,6,1,1,1,2,3,1,5
9151,4,6,1,1,1,2,3,2,5
9152,4,6,1,1,1,2,3,3,5
9153,4,6,1,1,1,2,4,1,5
9154,4,6,1,1,1,2,4,2,5
9155,4,6,1,1,1,2,4,3,5
9156,4,6,1,1,1,3,1,1,5
9157,4,6,1,1,1,3,1,2,5
9158,4,6,1,1,1,3,1,3,5
9159,4,6,1,1,1,3,2,1,5
9160,4,6,1,1,1,3,2,2,5
9161,4,6,1,1,1,3,2,3,5
9162,4,6,1,1,1,3,3,1,5
9163,4,6,1,1,1,3,3,2,5
9164,4,6,1,1,1,3,3,3,5
9165,4,6,1,1,1,3,4,1,5
9166,4,6,1,1,1,3,4,2,5
9167,4,6,1,1,1,3,4,3,5
9168,4,6,1,1,2,2,1,1,1
9169,4,6,1,1,2,2,2,1,1
9170,4,6,1,1,2,2,3,1,1
9171,4,6,1,1,2,2,4,1,1
9172,4,6,1,1,3,2,1,1,1
9173,4,6,1,1,3,2,2,1,1
9174,4,6,1,1,3,2,3,1,1
9175,4,6,1,1,3,2,4,1,1
9176,4,6,1,2,1,1,1,1,5
9177,4,6,1,2,1,1,1,2,5
9178,4,6,1,2,1,1,1,3,5
9179,4,6,1,2,1,1,2,1,5
9180,4,6,1,2,1,1,2,2,5
9181,4,6,1,2,1,1,2,3,5
9182,4,6,1,2,1,1,3,1,5
9183,4,6,1,2,1,1,3,2,5
9184,4,6,1,2,1,1,3,3,5
9185,4,6,1,2,1,1,4,1,5
9186,4,6,1,2,1,1,4,2,5
9187,4,6,1,2,1,1,4,3,5
9188,4,6,1,2,1,2,1,1,5
9189,4,6,1,2,1,2,1,2,5
9190,4,6,1,2,1,2,1,3,5
9191,4,6,1,2,1,2,2,1,5
9192,4,6,1,2,1,2,2,2,5
9193,4,6,1,2,1,2,2,3,5
9194,4,6,1,2,1,2,3,1,5
9195,4,6,1,2,1,2,3,2,5
9196,4,6,1,2,1,2,3,3,5
9197,4,6,1,2,1,2,4,1,5
9198,4,6,1,2,1,2,4,2,5
9199,4,6,1,2,1,2,4,3,5
9200,4,6,1,2,1,3,1,1,5
9201,4,6,1,2,1,3,1,2,5
9202,4,6,1,2,1,3,1,3,5
9203,4,6,1,2,1,3,2,1,5
9204,4,6,1,2,1,3,2,2,5
9205,4,6,1,2,1,3,2,3,5
9206,4,6,1,2,1,3,3,1,5
9207,4,6,1,2,1,3,3,2,5
9208,4,6,1,2,1,3,3,3,5
9209,4,6,1,2,1,3,4,1,5
9210,4,6,1,2,1,3,4,2,5
9211,4,6,1,2,1,3,4,3,5
9212,4,6,1,2,2,2,1,1,1
9213,4,6,1,2,2,2,2,1,1
9214,4,6,1,2,2,2,3,1,1
9215,4,6,1,2,2,2,4,1,1
9216,4,6,1,2,3,2,1,1,1
9217,4,6,1,2,3,2,2,1,1
9218,4,6,1,2,3,2,3,1,1
9219,4,6,1,2,3,2,4,1,1
9220,4,6,1,3,1,1,1,1,5
9221,4,6,1,3,1,1,1,2,5
9222,4,6,1,3,1,1,1,3,5
9223,4,6,1,3,1,1,2,1,5
9224,4,6,1,3,1,1,2,2,5
9225,4,6,1,3,1,1,2,3,5
9226,4,6,1,3,1,1,3,1,5
9227,4,6,1,3,1,1,3,2,5
9228,4,6,1,3,1,1,3,3,5
9229,4,6,1,3,1,1,4,1,5
9230,4,6,1,3,1,1,4,2,5
9231,4,6,1,3,1,1,4,3,5
9232,4,6,1,3,1,2,1,1,5
9233,4,6,1,3,1,2,1,2,5
9234,4,6,1,3,1,2,1,3,5
9235,4,6,1,3,1,2,2,1,5
9236,4,6,1,3,1,2,2,2,5
9237,4,6,1,3,1,2,2,3,5
9238,4,6,1,3,1,2,3,1,5
9239,4,6,1,3,1,2,3,2,5
9240,4,6,1,3,1,2,3,3,5
9241,4,6,1,3,1,2,4,1,5
9242,4,6,1,3,1,2,4,2,5
9243,4,6,1,3,1,2,4,3,5
9244,4,6,1,3,1,3,1,1,5
9245,4,6,1,3,1,3,1,2,5
9246,4,6,1,3,1,3,1,3,5
9247,4,6,1,3,1,3,2,1,5
9248,4,6,1,3,1,3,2,2,5
9249,4,6,1,3,1,3,2,3,5
9250,4,6,1,3,1,3,3,1,5
9251,4,6,1,3,1,3,3,2,5
9252,4,6,1,3,1,3,3,3,5
9253,4,6,1,3,1,3,4,1,5
9254,4,6,1,3,1,3,4,2,5
9255,4,6,1,3,1,3,4,3,5
9256,4,6,1,3,2,2,1,1,1
9257,4,6,1,3,2,2,2,1,1
9258,4,6,1,3,2,2,3,1,1
9259,4,6,1,3,2,2,4,1,1
9260,4,6,1,3,3,2,1,1,1
9261,4,6,1,3,3,2,2,1,1
9262,4,6,1,3,3,2,3,1,1
9263,4,6,1,3,3,2,4,1,1
9264,4,6,2,1,1,1,1,1,5
9265,4,6,2,1,1,1,1,2,5
9266,4,6,2,1,1,1,1,3,5
9267,4,6,2,1,1,1,2,1,5
9268,4,6,2,1,1,1,2,2,5
9269,4,6,2,1,1,1,2,3,5
9270,4,6,2,1,1,1,3,1,5
9271,4,6,2,1,1,1,3,2,5
9272,4,6,2,1,1,1,3,3,5
9273,4,6,2,1,1,1,4,1,5
9274,4,6,2,1,1,1,4,2,5
9275,4,6,2,1,1,1,4,3,5
9276,4,6,2,1,1,2,1,1,5
9277,4,6,2,1,1,2,1,2,5
9278,4,6,2,1,1,2,1,3,5
9279,4,6,2,1,1,2,2,1,5
9280,4,6,2,1,1,2,2,2,5
9281,4,6,2,1,1,2,2,3,5
9282,4,6,2,1,1,2,3,1,5
9283,4,6,2,1,1,2,3,2,5
9284,4,6,2,1,1,2,3,3,5
9285,4,6,2,1,1,2,4,1,5
9286,4,6,2,1,1,2,4,2,5
9287,4,6,2,1,1,2,4,3,5
9288,4,6,2,1,1,3,1,1,5
9289,4,6,2,1,1,3,1,2,5
9290,4,6,2,1,1,3,1,3,5
9291,4,6,2,1,1,3,2,1,5
9292,4,6,2,1,1,3,2,2,5
9293,4,6,2,1,1,3,2,3,5
9294,4,6,2,1,1,3,3,1,5
9295,4,6,2,1,1,3,3,2,5
9296,4,6,2,1,1,3,3,3,5
9297,4,6,2,1,1,3,4,1,5
9298,4,6,2,1,1,3,4,2,5
9299,4,6,2,1,1,3,4,3,5
9300,4,6,2,1,1,4,1,1,2
9301,4,6,2,1,1,4,1,2,2
9302,4,6,2,1,1,4,1,3,2
9303,4,6,2,1,1,4,2,1,2
9304,4,6,2,1,1,4,2,2,2
9305,4,6,2,1,1,4,2,3,2
9306,4,6,2,1,1,4,3,1,2
9307,4,6,2,1,1,4,3,2,2
9308,4,6,2,1,1,4,3,3,2
9309,4,6,2,1,1,4,4,1,2
9310,4,6,2,1,1,4,4,2,2
9311,4,6,2,1,1,4,4,3,2
9312,4,6,2,1,2,2,1,1,3
9313,4,6,2,1,2,2,1,2,3
9314,4,6,2,1,2,2,1,3,3
9315,4,6,2,1,2,2,2,1,3
9316,4,6,2,1,2,2,2,2,3
9317,4,6,2,1,2,2,2,3,3
9318,4,6,2,1,2,2,3,1,3
9319,4,6,2,1,2,2,3,2,3
9320,4,6,2,1,2,2,3,3,3
9321,4,6,2,1,2,2,4,1,3
9322,4,6,2,1,2,2,4,2,3
9323,4,6,2,1,2,2,4,3,3
9324,4,6,2,1,2,4,1,1,2
9325,4,6,2,1,2,4,1,2,2
9326,4,6,2,1,2,4,1,3,2
9327,4,6,2,1,2,4,2,1,2
9328,4,6,2,1,2,4,2,2,2
9329,4,6,2,1,2,4,2,3,2
9330,4,6,2,1,2,4,3,1,2
9331,4,6,2,1,2,4,3,2,2
9332,4,6,2,1,2,4,3,3,2
9333,4,6,2,1,2,4,4,1,2
9334,4,6,2,1,2,4,4,2,2
9335,4,6,2,1,2,4,4,3,2
9336,4,6,2,1,3,2,1,1,1
9337,4,6,2,1,3,2,2,1,1
9338,4,6,2,1,3,2,3,1,1
9339,4,6,2,1,3,2,4,1,1
9340,4,6,2,1,3,4,1,1,2
9341,4,6,2,1,3,4,1,2,2
9342,4,6,2,1,3,4,1,3,2
9343,4,6,2,1,3,4,2,1,2
9344,4,6,2,1,3,4,2,2,2
9345,4,6,2,1,3,4,2,3,2
9346,4,6,2,1,3,4,3,1,2
9347,4,6,2,1,3,4,3,2,2
9348,4,6,2,1,3,4,3,3,2
9349,4,6,2,1,3,4,4,1,2
9350,4,6,2,1,3,4,4,2,2
9351,4,6,2,1,3,4,4,3,2
9352,4,6,2,2,1,1,1,1,5
9353,4,6,2,2,1,1,1,2,5
9354,4,6,2,2,1,1,1,3,5
9355,4,6,2,2,1,1,2,1,5
9356,4,6,2,2,1,1,2,2,5
9357,4,6,2,2,1,1,2,3,5
9358,4,6,2,2,1,1,3,1,5
9359,4,6,2,2,1,1,3,2,5
9360,4,6,2,2,1,1,3,3,5
9361,4,6,2,2,1,1,4,1,5
9362,4,6,2,2,1,1,4,2,5
9363,4,6,2,2,1,1,4,3,5
9364,4,6,2,2,1,2,1,1,5
9365,4,6,2,2,1,2,1,2,5
9366,4,6,2,2,1,2,1,3,5
9367,4,6,2,2,1,2,2,1,5
9368,4,6,2,2,1,2,2,2,5
9369,4,6,2,2,1,2,2,3,5
9370,4,6,2,2,1,2,3,1,5
9371,4,6,2,2,1,2,3,2,5
9372,4,6,2,2,1,2,3,3,5
9373,4,6,2,2,1,2,4,1,5
9374,4,6,2,2,1,2,4,2,5
9375,4,6,2,2,1,2,4,3,5
9376,4,6,2,2,1,3,1,1,5
9377,4,6,2,2,1,3,1,2,5
9378,4,6,2,2,1,3,1,3,5
9379,4,6,2,2,1,3,2,1,5
9380,4,6,2,2,1,3,2,2,5
9381,4,6,2,2,1,3,2,3,5
9382,4,6,2,2,1,3,3,1,5
9383,4,6,2,2,1,3,3,2,5
9384,4,6,2,2,1,3,3,3,5
9385,4,6,2,2,1,3,4,1,5
9386,4,6,2,2,1,3,4,2,5
9387,4,6,2,2,1,3,4,3,5
9388,4,6,2,2,1,4,1,1,2
9389,4,6,2,2,1,4,1,2,2
9390,4,6,2,2,1,4,1,3,2
9391,4,6,2,2,1,4,2,1,2
