Food,B,C,D,E,F,G,H,I,J
8316,4,4,1,2,1,3,2,2,4
8317,4,4,1,2,1,3,2,3,4
8318,4,4,1,2,1,3,3,1,4
8319,4,4,1,2,1,3,3,2,4
8320,4,4,1,2,1,3,3,3,4
8321,4,4,1,2,1,3,4,1,4
8322,4,4,1,2,1,3,4,2,4
8323,4,4,1,2,1,3,4,3,4
8324,4,4,1,2,2,2,1,1,9
8325,4,4,1,2,2,2,2,1,9
8326,4,4,1,2,2,2,3,1,9
8327,4,4,1,2,2,2,4,1,9
8328,4,4,1,2,3,2,1,1,9
8329,4,4,1,2,3,2,2,1,9
8330,4,4,1,2,3,2,3,1,9
8331,4,4,1,2,3,2,4,1,9
8332,4,4,1,3,1,1,1,1,4
8333,4,4,1,3,1,1,1,2,4
8334,4,4,1,3,1,1,1,3,4
8335,4,4,1,3,1,1,2,1,4
8336,4,4,1,3,1,1,2,2,4
8337,4,4,1,3,1,1,2,3,4
8338,4,4,1,3,1,1,3,1,4
8339,4,4,1,3,1,1,3,2,4
8340,4,4,1,3,1,1,3,3,4
8341,4,4,1,3,1,1,4,1,4
8342,4,4,1,3,1,1,4,2,4
8343,4,4,1,3,1,1,4,3,4
8344,4,4,1,3,1,2,1,1,4
8345,4,4,1,3,1,2,1,2,4
8346,4,4,1,3,1,2,1,3,4
8347,4,4,1,3,1,2,2,1,4
8348,4,4,1,3,1,2,2,2,4
8349,4,4,1,3,1,2,2,3,4
8350,4,4,1,3,1,2,3,1,4
8351,4,4,1,3,1,2,3,2,4
8352,4,4,1,3,1,2,3,3,4
8353,4,4,1,3,1,2,4,1,4
8354,4,4,1,3,1,2,4,2,4
8355,4,4,1,3,1,2,4,3,4
8356,4,4,1,3,1,3,1,1,4
8357,4,4,1,3,1,3,1,2,4
8358,4,4,1,3,1,3,1,3,4
8359,4,4,1,3,1,3,2,1,4
8360,4,4,1,3,1,3,2,2,4
8361,4,4,1,3,1,3,2,3,4
8362,4,4,1,3,1,3,3,1,4
8363,4,4,1,3,1,3,3,2,4
8364,4,4,1,3,1,3,3,3,4
8365,4,4,1,3,1,3,4,1,4
8366,4,4,1,3,1,3,4,2,4
8367,4,4,1,3,1,3,4,3,4
8368,4,4,1,3,2,2,1,1,9
8369,4,4,1,3,2,2,2,1,9
8370,4,4,1,3,2,2,3,1,9
8371,4,4,1,3,2,2,4,1,9
8372,4,4,1,3,3,2,1,1,9
8373,4,4,1,3,3,2,2,1,9
8374,4,4,1,3,3,2,3,1,9
8375,4,4,1,3,3,2,4,1,9
8376,4,4,2,1,1,1,1,1,4
8377,4,4,2,1,1,1,1,2,4
8378,4,4,2,1,1,1,1,3,4
8379,4,4,2,1,1,1,2,1,4
8380,4,4,2,1,1,1,2,2,4
8381,4,4,2,1,1,1,2,3,4
8382,4,4,2,1,1,1,3,1,4
8383,4,4,2,1,1,1,3,2,4
8384,4,4,2,1,1,1,3,3,4
8385,4,4,2,1,1,1,4,1,4
8386,4,4,2,1,1,1,4,2,4
8387,4,4,2,1,1,1,4,3,4
8388,4,4,2,1,1,2,1,1,4
8389,4,4,2,1,1,2,1,2,4
8390,4,4,2,1,1,2,1,3,4
8391,4,4,2,1,1,2,2,1,4
8392,4,4,2,1,1,2,2,2,4
8393,4,4,2,1,1,2,2,3,4
8394,4,4,2,1,1,2,3,1,4
8395,4,4,2,1,1,2,3,2,4
8396,4,4,2,1,1,2,3,3,4
8397,4,4,2,1,1,2,4,1,4
8398,4,4,2,1,1,2,4,2,4
8399,4,4,2,1,1,2,4,3,4
8400,4,4,2,1,1,3,1,1,4
8401,4,4,2,1,1,3,1,2,4
8402,4,4,2,1,1,3,1,3,4
8403,4,4,2,1,1,3,2,1,4
8404,4,4,2,1,1,3,2,2,4
8405,4,4,2,1,1,3,2,3,4
8406,4,4,2,1,1,3,3,1,4
8407,4,4,2,1,1,3,3,2,4
8408,4,4,2,1,1,3,3,3,4
8409,4,4,2,1,1,3,4,1,4
8410,4,4,2,1,1,3,4,2,4
8411,4,4,2,1,1,3,4,3,4
8412,4,4,2,1,2,1,1,1,5
8413,4,4,2,1,2,1,1,2,5
8414,4,4,2,1,2,1,1,3,5
8415,4,4,2,1,2,1,2,1,5
8416,4,4,2,1,2,1,2,2,5
8417,4,4,2,1,2,1,2,3,5
8418,4,4,2,1,2,1,3,1,5
8419,4,4,2,1,2,1,3,2,5
8420,4,4,2,1,2,1,3,3,5
8421,4,4,2,1,2,1,4,1,5
8422,4,4,2,1,2,1,4,2,5
8423,4,4,2,1,2,1,4,3,5
8424,4,4,2,1,2,2,1,1,5
8425,4,4,2,1,2,2,1,2,5
8426,4,4,2,1,2,2,1,3,5
8427,4,4,2,1,2,2,2,1,5
8428,4,4,2,1,2,2,2,2,5
8429,4,4,2,1,2,2,2,3,5
8430,4,4,2,1,2,2,3,1,5
8431,4,4,2,1,2,2,3,2,5
8432,4,4,2,1,2,2,3,3,5
8433,4,4,2,1,2,2,4,1,5
8434,4,4,2,1,2,2,4,2,5
8435,4,4,2,1,2,2,4,3,5
8436,4,4,2,1,2,3,1,1,5
8437,4,4,2,1,2,3,1,2,5
8438,4,4,2,1,2,3,1,3,5
8439,4,4,2,1,2,3,2,1,5
8440,4,4,2,1,2,3,2,2,5
8441,4,4,2,1,2,3,2,3,5
8442,4,4,2,1,2,3,3,1,5
8443,4,4,2,1,2,3,3,2,5
8444,4,4,2,1,2,3,3,3,5
8445,4,4,2,1,2,3,4,1,5
8446,4,4,2,1,2,3,4,2,5
8447,4,4,2,1,2,3,4,3,5
8448,4,4,2,1,3,2,1,1,9
8449,4,4,2,1,3,2,2,1,9
8450,4,4,2,1,3,2,3,1,9
8451,4,4,2,1,3,2,4,1,9
8452,4,4,2,2,1,1,1,1,4
8453,4,4,2,2,1,1,1,2,4
8454,4,4,2,2,1,1,1,3,4
8455,4,4,2,2,1,1,2,1,4
8456,4,4,2,2,1,1,2,2,4
8457,4,4,2,2,1,1,2,3,4
8458,4,4,2,2,1,1,3,1,4
8459,4,4,2,2,1,1,3,2,4
8460,4,4,2,2,1,1,3,3,4
8461,4,4,2,2,1,1,4,1,4
8462,4,4,2,2,1,1,4,2,4
8463,4,4,2,2,1,1,4,3,4
8464,4,4,2,2,1,2,1,1,4
8465,4,4,2,2,1,2,1,2,4
8466,4,4,2,2,1,2,1,3,4
8467,4,4,2,2,1,2,2,1,4
8468,4,4,2,2,1,2,2,2,4
8469,4,4,2,2,1,2,2,3,4
8470,4,4,2,2,1,2,3,1,4
8471,4,4,2,2,1,2,3,2,4
8472,4,4,2,2,1,2,3,3,4
8473,4,4,2,2,1,2,4,1,4
8474,4,4,2,2,1,2,4,2,4
8475,4,4,2,2,1,2,4,3,4
8476,4,4,2,2,1,3,1,1,4
8477,4,4,2,2,1,3,1,2,4
8478,4,4,2,2,1,3,1,3,4
8479,4,4,2,2,1,3,2,1,4
8480,4,4,2,2,1,3,2,2,4
8481,4,4,2,2,1,3,2,3,4
8482,4,4,2,2,1,3,3,1,4
8483,4,4,2,2,1,3,3,2,4
8484,4,4,2,2,1,3,3,3,4
8485,4,4,2,2,1,3,4,1,4
8486,4,4,2,2,1,3,4,2,4
8487,4,4,2,2,1,3,4,3,4
8488,4,4,2,2,2,1,1,1,5
8489,4,4,2,2,2,1,1,2,5
8490,4,4,2,2,2,1,1,3,5
8491,4,4,2,2,2,1,2,1,5
8492,4,4,2,2,2,1,2,2,5
8493,4,4,2,2,2,1,2,3,5
8494,4,4,2,2,2,1,3,1,5
8495,4,4,2,2,2,1,3,2,5
8496,4,4,2,2,2,1,3,3,5
8497,4,4,2,2,2,1,4,1,5
8498,4,4,2,2,2,1,4,2,5
8499,4,4,2,2,2,1,4,3,5
8500,4,4,2,2,2,2,1,1,5
8501,4,4,2,2,2,2,1,2,5
8502,4,4,2,2,2,2,1,3,5
8503,4,4,2,2,2,2,2,1,5
8504,4,4,2,2,2,2,2,2,5
8505,4,4,2,2,2,2,2,3,5
8506,4,4,2,2,2,2,3,1,5
8507,4,4,2,2,2,2,3,2,5
8508,4,4,2,2,2,2,3,3,5
8509,4,4,2,2,2,2,4,1,5
8510,4,4,2,2,2,2,4,2,5
8511,4,4,2,2,2,2,4,3,5
8512,4,4,2,2,2,3,1,1,5
8513,4,4,2,2,2,3,1,2,5
8514,4,4,2,2,2,3,1,3,5
8515,4,4,2,2,2,3,2,1,5
8516,4,4,2,2,2,3,2,2,5
8517,4,4,2,2,2,3,2,3,5
8518,4,4,2,2,2,3,3,1,5
8519,4,4,2,2,2,3,3,2,5
8520,4,4,2,2,2,3,3,3,5
8521,4,4,2,2,2,3,4,1,5
8522,4,4,2,2,2,3,4,2,5
8523,4,4,2,2,2,3,4,3,5
8524,4,4,2,2,3,2,1,1,9
8525,4,4,2,2,3,2,2,1,9
8526,4,4,2,2,3,2,3,1,9
8527,4,4,2,2,3,2,4,1,9
8528,4,4,2,3,1,1,1,1,4
8529,4,4,2,3,1,1,1,2,4
8530,4,4,2,3,1,1,1,3,4
8531,4,4,2,3,1,1,2,1,4
8532,4,4,2,3,1,1,2,2,4
8533,4,4,2,3,1,1,2,3,4
8534,4,4,2,3,1,1,3,1,4
8535,4,4,2,3,1,1,3,2,4
8536,4,4,2,3,1,1,3,3,4
8537,4,4,2,3,1,1,4,1,4
8538,4,4,2,3,1,1,4,2,4
8539,4,4,2,3,1,1,4,3,4
8540,4,4,2,3,1,2,1,1,4
8541,4,4,2,3,1,2,1,2,4
8542,4,4,2,3,1,2,1,3,4
8543,4,4,2,3,1,2,2,1,4
8544,4,4,2,3,1,2,2,2,4
8545,4,4,2,3,1,2,2,3,4
8546,4,4,2,3,1,2,3,1,4
8547,4,4,2,3,1,2,3,2,4
8548,4,4,2,3,1,2,3,3,4
8549,4,4,2,3,1,2,4,1,4
8550,4,4,2,3,1,2,4,2,4
8551,4,4,2,3,1,2,4,3,4
8552,4,4,2,3,1,3,1,1,4
8553,4,4,2,3,1,3,1,2,4
8554,4,4,2,3,1,3,1,3,4
8555,4,4,2,3,1,3,2,1,4
8556,4,4,2,3,1,3,2,2,4
8557,4,4,2,3,1,3,2,3,4
8558,4,4,2,3,1,3,3,1,4
8559,4,4,2,3,1,3,3,2,4
8560,4,4,2,3,1,3,3,3,4
8561,4,4,2,3,1,3,4,1,4
8562,4,4,2,3,1,3,4,2,4
8563,4,4,2,3,1,3,4,3,4
8564,4,4,2,3,2,1,1,1,5
8565,4,4,2,3,2,1,1,2,5
8566,4,4,2,3,2,1,1,3,5
8567,4,4,2,3,2,1,2,1,5
8568,4,4,2,3,2,1,2,2,5
8569,4,4,2,3,2,1,2,3,5
8570,4,4,2,3,2,1,3,1,5
8571,4,4,2,3,2,1,3,2,5
8572,4,4,2,3,2,1,3,3,5
8573,4,4,2,3,2,1,4,1,5
8574,4,4,2,3,2,1,4,2,5
8575,4,4,2,3,2,1,4,3,5
8576,4,4,2,3,2,2,1,1,5
8577,4,4,2,3,2,2,1,2,5
8578,4,4,2,3,2,2,1,3,5
8579,4,4,2,3,2,2,2,1,5
8580,4,4,2,3,2,2,2,2,5
8581,4,4,2,3,2,2,2,3,5
8582,4,4,2,3,2,2,3,1,5
8583,4,4,2,3,2,2,3,2,5
8584,4,4,2,3,2,2,3,3,5
8585,4,4,2,3,2,2,4,1,5
8586,4,4,2,3,2,2,4,2,5
8587,4,4,2,3,2,2,4,3,5
8588,4,4,2,3,2,3,1,1,5
8589,4,4,2,3,2,3,1,2,5
8590,4,4,2,3,2,3,1,3,5
8591,4,4,2,3,2,3,2,1,5
8592,4,4,2,3,2,3,2,2,5
8593,4,4,2,3,2,3,2,3,5
8594,4,4,2,3,2,3,3,1,5
8595,4,4,2,3,2,3,3,2,5
8596,4,4,2,3,2,3,3,3,5
8597,4,4,2,3,2,3,4,1,5
8598,4,4,2,3,2,3,4,2,5
8599,4,4,2,3,2,3,4,3,5
8600,4,4,2,3,3,2,1,1,9
8601,4,4,2,3,3,2,2,1,9
8602,4,4,2,3,3,2,3,1,9
8603,4,4,2,3,3,2,4,1,9
8604,4,4,3,1,1,1,1,1,4
8605,4,4,3,1,1,1,1,2,4
8606,4,4,3,1,1,1,1,3,4
8607,4,4,3,1,1,1,2,1,4
8608,4,4,3,1,1,1,2,2,4
8609,4,4,3,1,1,1,2,3,4
8610,4,4,3,1,1,1,3,1,4
8611,4,4,3,1,1,1,3,2,4
8612,4,4,3,1,1,1,3,3,4
8613,4,4,3,1,1,1,4,1,4
8614,4,4,3,1,1,1,4,2,4
8615,4,4,3,1,1,1,4,3,4
8616,4,4,3,1,1,2,1,1,4
8617,4,4,3,1,1,2,1,2,4
8618,4,4,3,1,1,2,1,3,4
8619,4,4,3,1,1,2,2,1,4
8620,4,4,3,1,1,2,2,2,4
8621,4,4,3,1,1,2,2,3,4
8622,4,4,3,1,1,2,3,1,4
8623,4,4,3,1,1,2,3,2,4
8624,4,4,3,1,1,2,3,3,4
8625,4,4,3,1,1,2,4,1,4
8626,4,4,3,1,1,2,4,2,4
8627,4,4,3,1,1,2,4,3,4
8628,4,4,3,1,1,3,1,1,4
8629,4,4,3,1,1,3,1,2,4
8630,4,4,3,1,1,3,1,3,4
8631,4,4,3,1,1,3,2,1,4
8632,4,4,3,1,1,3,2,2,4
8633,4,4,3,1,1,3,2,3,4
8634,4,4,3,1,1,3,3,1,4
8635,4,4,3,1,1,3,3,2,4
8636,4,4,3,1,1,3,3,3,4
8637,4,4,3,1,1,3,4,1,4
8638,4,4,3,1,1,3,4,2,4
8639,4,4,3,1,1,3,4,3,4
8640,4,4,3,1,2,2,1,1,9
8641,4,4,3,1,2,2,2,1,9
8642,4,4,3,1,2,2,3,1,9
8643,4,4,3,1,2,2,4,1,9
8644,4,4,3,1,3,2,1,1,9
8645,4,4,3,1,3,2,2,1,9
8646,4,4,3,1,3,2,3,1,9
8647,4,4,3,1,3,2,4,1,9
8648,4,4,3,2,1,1,1,1,4
8649,4,4,3,2,1,1,1,2,4
8650,4,4,3,2,1,1,1,3,4
8651,4,4,3,2,1,1,2,1,4
8652,4,4,3,2,1,1,2,2,4
8653,4,4,3,2,1,1,2,3,4
8654,4,4,3,2,1,1,3,1,4
8655,4,4,3,2,1,1,3,2,4
8656,4,4,3,2,1,1,3,3,4
8657,4,4,3,2,1,1,4,1,4
8658,4,4,3,2,1,1,4,2,4
8659,4,4,3,2,1,1,4,3,4
8660,4,4,3,2,1,2,1,1,4
8661,4,4,3,2,1,2,1,2,4
8662,4,4,3,2,1,2,1,3,4
8663,4,4,3,2,1,2,2,1,4
8664,4,4,3,2,1,2,2,2,4
8665,4,4,3,2,1,2,2,3,4
8666,4,4,3,2,1,2,3,1,4
8667,4,4,3,2,1,2,3,2,4
8668,4,4,3,2,1,2,3,3,4
8669,4,4,3,2,1,2,4,1,4
8670,4,4,3,2,1,2,4,2,4
8671,4,4,3,2,1,2,4,3,4
8672,4,4,3,2,1,3,1,1,4
8673,4,4,3,2,1,3,1,2,4
8674,4,4,3,2,1,3,1,3,4
8675,4,4,3,2,1,3,2,1,4
8676,4,4,3,2,1,3,2,2,4
8677,4,4,3,2,1,3,2,3,4
8678,4,4,3,2,1,3,3,1,4
8679,4,4,3,2,1,3,3,2,4
8680,4,4,3,2,1,3,3,3,4
8681,4,4,3,2,1,3,4,1,4
8682,4,4,3,2,1,3,4,2,4
8683,4,4,3,2,1,3,4,3,4
8684,4,4,3,2,2,2,1,1,9
8685,4,4,3,2,2,2,2,1,9
8686,4,4,3,2,2,2,3,1,9
8687,4,4,3,2,2,2,4,1,9
8688,4,4,3,2,3,2,1,1,9
8689,4,4,3,2,3,2,2,1,9
8690,4,4,3,2,3,2,3,1,9
8691,4,4,3,2,3,2,4,1,9
8692,4,4,3,3,1,1,1,1,4
8693,4,4,3,3,1,1,1,2,4
8694,4,4,3,3,1,1,1,3,4
8695,4,4,3,3,1,1,2,1,4
8696,4,4,3,3,1,1,2,2,4
8697,4,4,3,3,1,1,2,3,4
8698,4,4,3,3,1,1,3,1,4
8699,4,4,3,3,1,1,3,2,4
8700,4,4,3,3,1,1,3,3,4
8701,4,4,3,3,1,1,4,1,4
8702,4,4,3,3,1,1,4,2,4
8703,4,4,3,3,1,1,4,3,4
8704,4,4,3,3,1,2,1,1,4
8705,4,4,3,3,1,2,1,2,4
8706,4,4,3,3,1,2,1,3,4
8707,4,4,3,3,1,2,2,1,4
8708,4,4,3,3,1,2,2,2,4
8709,4,4,3,3,1,2,2,3,4
8710,4,4,3,3,1,2,3,1,4
8711,4,4,3,3,1,2,3,2,4
8712,4,4,3,3,1,2,3,3,4
8713,4,4,3,3,1,2,4,1,4
8714,4,4,3,3,1,2,4,2,4
8715,4,4,3,3,1,2,4,3,4
8716,4,4,3,3,1,3,1,1,4
8717,4,4,3,3,1,3,1,2,4
8718,4,4,3,3,1,3,1,3,4
8719,4,4,3,3,1,3,2,1,4
8720,4,4,3,3,1,3,2,2,4
8721,4,4,3,3,1,3,2,3,4
8722,4,4,3,3,1,3,3,1,4
8723,4,4,3,3,1,3,3,2,4
8724,4,4,3,3,1,3,3,3,4
8725,4,4,3,3,1,3,4,1,4
8726,4,4,3,3,1,3,4,2,4
8727,4,4,3,3,1,3,4,3,4
8728,4,4,3,3,2,2,1,1,9
8729,4,4,3,3,2,2,2,1,9
8730,4,4,3,3,2,2,3,1,9
8731,4,4,3,3,2,2,4,1,9
8732,4,4,3,3,3,2,1,1,9
8733,4,4,3,3,3,2,2,1,9
8734,4,4,3,3,3,2,3,1,9
8735,4,4,3,3,3,2,4,1,9
8736,4,5,1,1,1,1,1,1,4
8737,4,5,1,1,1,1,1,2,4
8738,4,5,1,1,1,1,1,3,4
8739,4,5,1,1,1,1,2,1,4
8740,4,5,1,1,1,1,2,2,4
8741,4,5,1,1,1,1,2,3,4
8742,4,5,1,1,1,1,3,1,4
8743,4,5,1,1,1,1,3,2,4
8744,4,5,1,1,1,1,3,3,4
8745,4,5,1,1,1,1,4,1,4
8746,4,5,1,1,1,1,4,2,4
8747,4,5,1,1,1,1,4,3,4
8748,4,5,1,1,1,2,1,1,4
8749,4,5,1,1,1,2,1,2,4
8750,4,5,1,1,1,2,1,3,4
8751,4,5,1,1,1,2,2,1,4
8752,4,5,1,1,1,2,2,2,4
8753,4,5,1,1,1,2,2,3,4
8754,4,5,1,1,1,2,3,1,4
8755,4,5,1,1,1,2,3,2,4
8756,4,5,1,1,1,2,3,3,4
8757,4,5,1,1,1,2,4,1,4
8758,4,5,1,1,1,2,4,2,4
8759,4,5,1,1,1,2,4,3,4
8760,4,5,1,1,1,3,1,1,4
8761,4,5,1,1,1,3,1,2,4
8762,4,5,1,1,1,3,1,3,4
8763,4,5,1,1,1,3,2,1,4
8764,4,5,1,1,1,3,2,2,4
8765,4,5,1,1,1,3,2,3,4
8766,4,5,1,1,1,3,3,1,4
8767,4,5,1,1,1,3,3,2,4
8768,4,5,1,1,1,3,3,3,4
8769,4,5,1,1,1,3,4,1,4
8770,4,5,1,1,1,3,4,2,4
8771,4,5,1,1,1,3,4,3,4
8772,4,5,1,1,2,2,1,1,9
8773,4,5,1,1,2,2,2,1,9
8774,4,5,1,1,2,2,3,1,9
8775,4,5,1,1,2,2,4,1,9
8776,4,5,1,1,3,2,1,1,9
8777,4,5,1,1,3,2,2,1,9
8778,4,5,1,1,3,2,3,1,9
8779,4,5,1,1,3,2,4,1,9
8780,4,5,1,2,1,1,1,1,4
8781,4,5,1,2,1,1,1,2,4
8782,4,5,1,2,1,1,1,3,4
8783,4,5,1,2,1,1,2,1,4
8784,4,5,1,2,1,1,2,2,4
8785,4,5,1,2,1,1,2,3,4
8786,4,5,1,2,1,1,3,1,4
8787,4,5,1,2,1,1,3,2,4
8788,4,5,1,2,1,1,3,3,4
8789,4,5,1,2,1,1,4,1,4
8790,4,5,1,2,1,1,4,2,4
8791,4,5,1,2,1,1,4,3,4
8792,4,5,1,2,1,2,1,1,4
8793,4,5,1,2,1,2,1,2,4
8794,4,5,1,2,1,2,1,3,4
8795,4,5,1,2,1,2,2,1,4
8796,4,5,1,2,1,2,2,2,4
8797,4,5,1,2,1,2,2,3,4
8798,4,5,1,2,1,2,3,1,4
8799,4,5,1,2,1,2,3,2,4
8800,4,5,1,2,1,2,3,3,4
8801,4,5,1,2,1,2,4,1,4
8802,4,5,1,2,1,2,4,2,4
8803,4,5,1,2,1,2,4,3,4
8804,4,5,1,2,1,3,1,1,4
8805,4,5,1,2,1,3,1,2,4
8806,4,5,1,2,1,3,1,3,4
8807,4,5,1,2,1,3,2,1,4
8808,4,5,1,2,1,3,2,2,4
8809,4,5,1,2,1,3,2,3,4
8810,4,5,1,2,1,3,3,1,4
8811,4,5,1,2,1,3,3,2,4
8812,4,5,1,2,1,3,3,3,4
8813,4,5,1,2,1,3,4,1,4
8814,4,5,1,2,1,3,4,2,4
8815,4,5,1,2,1,3,4,3,4
8816,4,5,1,2,2,2,1,1,9
8817,4,5,1,2,2,2,2,1,9
8818,4,5,1,2,2,2,3,1,9
8819,4,5,1,2,2,2,4,1,9
8820,4,5,1,2,3,2,1,1,9
8821,4,5,1,2,3,2,2,1,9
8822,4,5,1,2,3,2,3,1,9
8823,4,5,1,2,3,2,4,1,9
8824,4,5,1,3,1,1,1,1,4
8825,4,5,1,3,1,1,1,2,4
8826,4,5,1,3,1,1,1,3,4
8827,4,5,1,3,1,1,2,1,4
8828,4,5,1,3,1,1,2,2,4
8829,4,5,1,3,1,1,2,3,4
8830,4,5,1,3,1,1,3,1,4
8831,4,5,1,3,1,1,3,2,4
8832,4,5,1,3,1,1,3,3,4
8833,4,5,1,3,1,1,4,1,4
8834,4,5,1,3,1,1,4,2,4
8835,4,5,1,3,1,1,4,3,4
8836,4,5,1,3,1,2,1,1,4
8837,4,5,1,3,1,2,1,2,4
8838,4,5,1,3,1,2,1,3,4
8839,4,5,1,3,1,2,2,1,4
8840,4,5,1,3,1,2,2,2,4
8841,4,5,1,3,1,2,2,3,4
8842,4,5,1,3,1,2,3,1,4
8843,4,5,1,3,1,2,3,2,4
8844,4,5,1,3,1,2,3,3,4
8845,4,5,1,3,1,2,4,1,4
8846,4,5,1,3,1,2,4,2,4
8847,4,5,1,3,1,2,4,3,4
8848,4,5,1,3,1,3,1,1,4
8849,4,5,1,3,1,3,1,2,4
8850,4,5,1,3,1,3,1,3,4
8851,4,5,1,3,1,3,2,1,4
8852,4,5,1,3,1,3,2,2,4
8853,4,5,1,3,1,3,2,3,4
8854,4,5,1,3,1,3,3,1,4
8855,4,5,1,3,1,3,3,2,4
8856,4,5,1,3,1,3,3,3,4
8857,4,5,1,3,1,3,4,1,4
8858,4,5,1,3,1,3,4,2,4
8859,4,5,1,3,1,3,4,3,4
8860,4,5,1,3,2,2,1,1,9
8861,4,5,1,3,2,2,2,1,9
8862,4,5,1,3,2,2,3,1,9
8863,4,5,1,3,2,2,4,1,9
8864,4,5,1,3,3,2,1,1,9
8865,4,5,1,3,3,2,2,1,9
8866,4,5,1,3,3,2,3,1,9
8867,4,5,1,3,3,2,4,1,9
8868,4,5,2,1,1,1,1,1,4
8869,4,5,2,1,1,1,1,2,4
8870,4,5,2,1,1,1,1,3,4
8871,4,5,2,1,1,1,2,1,4
8872,4,5,2,1,1,1,2,2,4
8873,4,5,2,1,1,1,2,3,4
8874,4,5,2,1,1,1,3,1,4
8875,4,5,2,1,1,1,3,2,4
8876,4,5,2,1,1,1,3,3,4
8877,4,5,2,1,1,1,4,1,4
8878,4,5,2,1,1,1,4,2,4
8879,4,5,2,1,1,1,4,3,4
8880,4,5,2,1,1,2,1,1,4
8881,4,5,2,1,1,2,1,2,4
8882,4,5,2,1,1,2,1,3,4
8883,4,5,2,1,1,2,2,1,4
8884,4,5,2,1,1,2,2,2,4
8885,4,5,2,1,1,2,2,3,4
8886,4,5,2,1,1,2,3,1,4
8887,4,5,2,1,1,2,3,2,4
8888,4,5,2,1,1,2,3,3,4
8889,4,5,2,1,1,2,4,1,4
8890,4,5,2,1,1,2,4,2,4
8891,4,5,2,1,1,2,4,3,4
8892,4,5,2,1,1,3,1,1,4
8893,4,5,2,1,1,3,1,2,4
8894,4,5,2,1,1,3,1,3,4
8895,4,5,2,1,1,3,2,1,4
8896,4,5,2,1,1,3,2,2,4
8897,4,5,2,1,1,3,2,3,4
8898,4,5,2,1,1,3,3,1,4
8899,4,5,2,1,1,3,3,2,4
8900,4,5,2,1,1,3,3,3,4
8901,4,5,2,1,1,3,4,1,4
8902,4,5,2,1,1,3,4,2,4
8903,4,5,2,1,1,3,4,3,4
8904,4,5,2,1,2,2,1,1,9
8905,4,5,2,1,2,2,2,1,9
8906,4,5,2,1,2,2,3,1,9
8907,4,5,2,1,2,2,4,1,9
8908,4,5,2,1,3,2,1,1,9
8909,4,5,2,1,3,2,2,1,9
8910,4,5,2,1,3,2,3,1,9
8911,4,5,2,1,3,2,4,1,9
8912,4,5,2,2,1,1,1,1,4
8913,4,5,2,2,1,1,1,2,4
8914,4,5,2,2,1,1,1,3,4
8915,4,5,2,2,1,1,2,1,4
8916,4,5,2,2,1,1,2,2,4
8917,4,5,2,2,1,1,2,3,4
8918,4,5,2,2,1,1,3,1,4
8919,4,5,2,2,1,1,3,2,4
8920,4,5,2,2,1,1,3,3,4
8921,4,5,2,2,1,1,4,1,4
8922,4,5,2,2,1,1,4,2,4
8923,4,5,2,2,1,1,4,3,4
8924,4,5,2,2,1,2,1,1,4
8925,4,5,2,2,1,2,1,2,4
8926,4,5,2,2,1,2,1,3,4
8927,4,5,2,2,1,2,2,1,4
8928,4,5,2,2,1,2,2,2,4
8929,4,5,2,2,1,2,2,3,4
8930,4,5,2,2,1,2,3,1,4
8931,4,5,2,2,1,2,3,2,4
8932,4,5,2,2,1,2,3,3,4
8933,4,5,2,2,1,2,4,1,4
8934,4,5,2,2,1,2,4,2,4
8935,4,5,2,2,1,2,4,3,4
8936,4,5,2,2,1,3,1,1,4
8937,4,5,2,2,1,3,1,2,4
8938,4,5,2,2,1,3,1,3,4
8939,4,5,2,2,1,3,2,1,4
8940,4,5,2,2,1,3,2,2,4
8941,4,5,2,2,1,3,2,3,4
8942,4,5,2,2,1,3,3,1,4
8943,4,5,2,2,1,3,3,2,4
8944,4,5,2,2,1,3,3,3,4
8945,4,5,2,2,1,3,4,1,4
8946,4,5,2,2,1,3,4,2,4
8947,4,5,2,2,1,3,4,3,4
8948,4,5,2,2,2,2,1,1,9
8949,4,5,2,2,2,2,2,1,9
8950,4,5,2,2,2,2,3,1,9
8951,4,5,2,2,2,2,4,1,9
8952,4,5,2,2,3,2,1,1,9
8953,4,5,2,2,3,2,2,1,9
8954,4,5,2,2,3,2,3,1,9
8955,4,5,2,2,3,2,4,1,9
8956,4,5,2,3,1,1,1,1,4
8957,4,5,2,3,1,1,1,2,4
8958,4,5,2,3,1,1,1,3,4
8959,4,5,2,3,1,1,2,1,4
8960,4,5,2,3,1,1,2,2,4
8961,4,5,2,3,1,1,2,3,4
8962,4,5,2,3,1,1,3,1,4
8963,4,5,2,3,1,1,3,2,4
8964,4,5,2,3,1,1,3,3,4
8965,4,5,2,3,1,1,4,1,4
8966,4,5,2,3,1,1,4,2,4
8967,4,5,2,3,1,1,4,3,4
8968,4,5,2,3,1,2,1,1,4
8969,4,5,2,3,1,2,1,2,4
8970,4,5,2,3,1,2,1,3,4
8971,4,5,2,3,1,2,2,1,4
8972,4,5,2,3,1,2,2,2,4
8973,4,5,2,3,1,2,2,3,4
8974,4,5,2,3,1,2,3,1,4
8975,4,5,2,3,1,2,3,2,4
8976,4,5,2,3,1,2,3,3,4
8977,4,5,2,3,1,2,4,1,4
8978,4,5,2,3,1,2,4,2,4
8979,4,5,2,3,1,2,4,3,4
8980,4,5,2,3,1,3,1,1,4
