Type,B,C,D,E,F,G,H,I,J
8195,4,3,3,2,2,2,4,1,1
8196,4,3,3,2,3,2,1,1,1
8197,4,3,3,2,3,2,2,1,1
8198,4,3,3,2,3,2,3,1,1
8199,4,3,3,2,3,2,4,1,1
8200,4,3,3,3,1,1,1,1,1
8201,4,3,3,3,1,1,1,2,1
8202,4,3,3,3,1,1,1,3,1
8203,4,3,3,3,1,1,2,1,1
8204,4,3,3,3,1,1,2,2,1
8205,4,3,3,3,1,1,2,3,1
8206,4,3,3,3,1,1,3,1,1
8207,4,3,3,3,1,1,3,2,1
8208,4,3,3,3,1,1,3,3,1
8209,4,3,3,3,1,1,4,1,1
8210,4,3,3,3,1,1,4,2,1
8212,4,3,3,3,1,2,1,1,1
8213,4,3,3,3,1,2,1,2,1
8214,4,3,3,3,1,2,1,3,1
8215,4,3,3,3,1,2,2,1,1
8216,4,3,3,3,1,2,2,2,1
8217,4,3,3,3,1,2,2,3,1
8218,4,3,3,3,1,2,3,1,1
8219,4,3,3,3,1,2,3,2,1
8220,4,3,3,3,1,2,3,3,1
8221,4,3,3,3,1,2,4,1,1
8222,4,3,3,3,1,2,4,2,1
8224,4,3,3,3,1,3,1,1,1
8225,4,3,3,3,1,3,1,2,1
8226,4,3,3,3,1,3,1,3,1
8227,4,3,3,3,1,3,2,1,1
8228,4,3,3,3,1,3,2,2,1
8229,4,3,3,3,1,3,2,3,1
8230,4,3,3,3,1,3,3,1,1
8231,4,3,3,3,1,3,3,2,1
8232,4,3,3,3,1,3,3,3,1
8233,4,3,3,3,1,3,4,1,1
8234,4,3,3,3,1,3,4,2,1
8235,4,3,3,3,1,3,4,3,1
8236,4,3,3,3,2,2,1,1,1
8237,4,3,3,3,2,2,2,1,1
8238,4,3,3,3,2,2,3,1,1
8239,4,3,3,3,2,2,4,1,1
8240,4,3,3,3,3,2,1,1,1
8241,4,3,3,3,3,2,2,1,1
8242,4,3,3,3,3,2,3,1,1
8243,4,3,3,3,3,2,4,1,1
8244,4,4,1,1,1,1,1,1,1
8245,4,4,1,1,1,1,1,2,1
8246,4,4,1,1,1,1,1,3,1
8249,4,4,1,1,1,1,2,3,1
8250,4,4,1,1,1,1,3,1,1
8251,4,4,1,1,1,1,3,2,1
8252,4,4,1,1,1,1,3,3,1
8253,4,4,1,1,1,1,4,1,1
8254,4,4,1,1,1,1,4,2,1
8255,4,4,1,1,1,1,4,3,1
8257,4,4,1,1,1,2,1,2,1
8258,4,4,1,1,1,2,1,3,1
8259,4,4,1,1,1,2,2,1,1
8260,4,4,1,1,1,2,2,2,1
8261,4,4,1,1,1,2,2,3,1
8263,4,4,1,1,1,2,3,2,1
8264,4,4,1,1,1,2,3,3,1
8265,4,4,1,1,1,2,4,1,1
8267,4,4,1,1,1,2,4,3,1
8268,4,4,1,1,1,3,1,1,1
8269,4,4,1,1,1,3,1,2,1
8270,4,4,1,1,1,3,1,3,1
8271,4,4,1,1,1,3,2,1,1
8272,4,4,1,1,1,3,2,2,1
8273,4,4,1,1,1,3,2,3,1
8274,4,4,1,1,1,3,3,1,1
8275,4,4,1,1,1,3,3,2,1
8276,4,4,1,1,1,3,3,3,1
8277,4,4,1,1,1,3,4,1,1
8278,4,4,1,1,1,3,4,2,1
8279,4,4,1,1,1,3,4,3,1
8280,4,4,1,1,2,2,1,1,1
8281,4,4,1,1,2,2,2,1,1
8282,4,4,1,1,2,2,3,1,1
8283,4,4,1,1,2,2,4,1,1
8284,4,4,1,1,3,2,1,1,1
8285,4,4,1,1,3,2,2,1,1
8286,4,4,1,1,3,2,3,1,1
8287,4,4,1,1,3,2,4,1,1
8288,4,4,1,2,1,1,1,1,1
8290,4,4,1,2,1,1,1,3,1
8292,4,4,1,2,1,1,2,2,1
8293,4,4,1,2,1,1,2,3,1
8294,4,4,1,2,1,1,3,1,1
8296,4,4,1,2,1,1,3,3,1
8297,4,4,1,2,1,1,4,1,1
8298,4,4,1,2,1,1,4,2,1
8299,4,4,1,2,1,1,4,3,1
8300,4,4,1,2,1,2,1,1,1
8301,4,4,1,2,1,2,1,2,1
8302,4,4,1,2,1,2,1,3,1
8303,4,4,1,2,1,2,2,1,1
8304,4,4,1,2,1,2,2,2,1
8305,4,4,1,2,1,2,2,3,1
8306,4,4,1,2,1,2,3,1,1
8307,4,4,1,2,1,2,3,2,1
8308,4,4,1,2,1,2,3,3,1
8309,4,4,1,2,1,2,4,1,1
8310,4,4,1,2,1,2,4,2,1
8311,4,4,1,2,1,2,4,3,1
8312,4,4,1,2,1,3,1,1,1
8313,4,4,1,2,1,3,1,2,1
8314,4,4,1,2,1,3,1,3,1
8315,4,4,1,2,1,3,2,1,1
8316,4,4,1,2,1,3,2,2,1
8317,4,4,1,2,1,3,2,3,1
8318,4,4,1,2,1,3,3,1,1
8319,4,4,1,2,1,3,3,2,1
8320,4,4,1,2,1,3,3,3,1
8321,4,4,1,2,1,3,4,1,1
8322,4,4,1,2,1,3,4,2,1
8323,4,4,1,2,1,3,4,3,1
8324,4,4,1,2,2,2,1,1,1
8325,4,4,1,2,2,2,2,1,1
8326,4,4,1,2,2,2,3,1,1
8327,4,4,1,2,2,2,4,1,1
8328,4,4,1,2,3,2,1,1,1
8329,4,4,1,2,3,2,2,1,1
8330,4,4,1,2,3,2,3,1,1
8331,4,4,1,2,3,2,4,1,1
8332,4,4,1,3,1,1,1,1,1
8333,4,4,1,3,1,1,1,2,1
8334,4,4,1,3,1,1,1,3,1
8336,4,4,1,3,1,1,2,2,1
8337,4,4,1,3,1,1,2,3,1
8338,4,4,1,3,1,1,3,1,1
8340,4,4,1,3,1,1,3,3,1
8341,4,4,1,3,1,1,4,1,1
8343,4,4,1,3,1,1,4,3,1
8344,4,4,1,3,1,2,1,1,1
8345,4,4,1,3,1,2,1,2,1
8346,4,4,1,3,1,2,1,3,1
8347,4,4,1,3,1,2,2,1,1
8348,4,4,1,3,1,2,2,2,1
8349,4,4,1,3,1,2,2,3,1
8352,4,4,1,3,1,2,3,3,1
8353,4,4,1,3,1,2,4,1,1
8354,4,4,1,3,1,2,4,2,1
8355,4,4,1,3,1,2,4,3,1
8356,4,4,1,3,1,3,1,1,1
8357,4,4,1,3,1,3,1,2,1
8358,4,4,1,3,1,3,1,3,1
8359,4,4,1,3,1,3,2,1,1
8360,4,4,1,3,1,3,2,2,1
8361,4,4,1,3,1,3,2,3,1
8362,4,4,1,3,1,3,3,1,1
8363,4,4,1,3,1,3,3,2,1
8364,4,4,1,3,1,3,3,3,1
8365,4,4,1,3,1,3,4,1,1
8366,4,4,1,3,1,3,4,2,1
8367,4,4,1,3,1,3,4,3,1
8368,4,4,1,3,2,2,1,1,1
8369,4,4,1,3,2,2,2,1,1
8370,4,4,1,3,2,2,3,1,1
8371,4,4,1,3,2,2,4,1,1
8372,4,4,1,3,3,2,1,1,1
8373,4,4,1,3,3,2,2,1,1
8374,4,4,1,3,3,2,3,1,1
8375,4,4,1,3,3,2,4,1,1
8376,4,4,2,1,1,1,1,1,1
8377,4,4,2,1,1,1,1,2,1
8378,4,4,2,1,1,1,1,3,1
8379,4,4,2,1,1,1,2,1,1
8380,4,4,2,1,1,1,2,2,1
8381,4,4,2,1,1,1,2,3,1
8382,4,4,2,1,1,1,3,1,1
8383,4,4,2,1,1,1,3,2,1
8384,4,4,2,1,1,1,3,3,1
8385,4,4,2,1,1,1,4,1,1
8386,4,4,2,1,1,1,4,2,1
8387,4,4,2,1,1,1,4,3,1
8388,4,4,2,1,1,2,1,1,1
8389,4,4,2,1,1,2,1,2,1
8391,4,4,2,1,1,2,2,1,1
8392,4,4,2,1,1,2,2,2,1
8393,4,4,2,1,1,2,2,3,1
8394,4,4,2,1,1,2,3,1,1
8396,4,4,2,1,1,2,3,3,1
8397,4,4,2,1,1,2,4,1,1
8398,4,4,2,1,1,2,4,2,1
8399,4,4,2,1,1,2,4,3,1
8400,4,4,2,1,1,3,1,1,1
8401,4,4,2,1,1,3,1,2,1
8402,4,4,2,1,1,3,1,3,1
8403,4,4,2,1,1,3,2,1,1
8404,4,4,2,1,1,3,2,2,1
8405,4,4,2,1,1,3,2,3,1
8406,4,4,2,1,1,3,3,1,1
8407,4,4,2,1,1,3,3,2,1
8408,4,4,2,1,1,3,3,3,1
8409,4,4,2,1,1,3,4,1,1
8410,4,4,2,1,1,3,4,2,1
8411,4,4,2,1,1,3,4,3,1
8412,4,4,2,1,2,1,1,1,3
8413,4,4,2,1,2,1,1,2,3
8414,4,4,2,1,2,1,1,3,3
8415,4,4,2,1,2,1,2,1,3
8416,4,4,2,1,2,1,2,2,3
8417,4,4,2,1,2,1,2,3,3
8418,4,4,2,1,2,1,3,1,3
8419,4,4,2,1,2,1,3,2,3
8420,4,4,2,1,2,1,3,3,3
8421,4,4,2,1,2,1,4,1,3
8422,4,4,2,1,2,1,4,2,3
8423,4,4,2,1,2,1,4,3,3
8424,4,4,2,1,2,2,1,1,3
8425,4,4,2,1,2,2,1,2,3
8426,4,4,2,1,2,2,1,3,3
8427,4,4,2,1,2,2,2,1,3
8429,4,4,2,1,2,2,2,3,3
8430,4,4,2,1,2,2,3,1,3
8431,4,4,2,1,2,2,3,2,3
8432,4,4,2,1,2,2,3,3,3
8433,4,4,2,1,2,2,4,1,3
8434,4,4,2,1,2,2,4,2,3
8435,4,4,2,1,2,2,4,3,3
8436,4,4,2,1,2,3,1,1,3
8437,4,4,2,1,2,3,1,2,3
8438,4,4,2,1,2,3,1,3,3
8439,4,4,2,1,2,3,2,1,3
8440,4,4,2,1,2,3,2,2,3
8441,4,4,2,1,2,3,2,3,3
8442,4,4,2,1,2,3,3,1,3
8443,4,4,2,1,2,3,3,2,3
8444,4,4,2,1,2,3,3,3,3
8445,4,4,2,1,2,3,4,1,3
8446,4,4,2,1,2,3,4,2,3
8447,4,4,2,1,2,3,4,3,3
8448,4,4,2,1,3,2,1,1,1
8449,4,4,2,1,3,2,2,1,1
8450,4,4,2,1,3,2,3,1,1
8451,4,4,2,1,3,2,4,1,1
8452,4,4,2,2,1,1,1,1,1
8453,4,4,2,2,1,1,1,2,1
8454,4,4,2,2,1,1,1,3,1
8455,4,4,2,2,1,1,2,1,1
8456,4,4,2,2,1,1,2,2,1
8457,4,4,2,2,1,1,2,3,1
8458,4,4,2,2,1,1,3,1,1
8459,4,4,2,2,1,1,3,2,1
8460,4,4,2,2,1,1,3,3,1
8461,4,4,2,2,1,1,4,1,1
8462,4,4,2,2,1,1,4,2,1
8463,4,4,2,2,1,1,4,3,1
8464,4,4,2,2,1,2,1,1,1
8465,4,4,2,2,1,2,1,2,1
8466,4,4,2,2,1,2,1,3,1
8467,4,4,2,2,1,2,2,1,1
8468,4,4,2,2,1,2,2,2,1
8469,4,4,2,2,1,2,2,3,1
8470,4,4,2,2,1,2,3,1,1
8471,4,4,2,2,1,2,3,2,1
8472,4,4,2,2,1,2,3,3,1
8473,4,4,2,2,1,2,4,1,1
8474,4,4,2,2,1,2,4,2,1
8475,4,4,2,2,1,2,4,3,1
8477,4,4,2,2,1,3,1,2,1
8478,4,4,2,2,1,3,1,3,1
8479,4,4,2,2,1,3,2,1,1
8480,4,4,2,2,1,3,2,2,1
8481,4,4,2,2,1,3,2,3,1
8482,4,4,2,2,1,3,3,1,1
8483,4,4,2,2,1,3,3,2,1
8484,4,4,2,2,1,3,3,3,1
8485,4,4,2,2,1,3,4,1,1
8486,4,4,2,2,1,3,4,2,1
8487,4,4,2,2,1,3,4,3,1
8488,4,4,2,2,2,1,1,1,3
8489,4,4,2,2,2,1,1,2,3
8490,4,4,2,2,2,1,1,3,3
8491,4,4,2,2,2,1,2,1,3
8492,4,4,2,2,2,1,2,2,3
8493,4,4,2,2,2,1,2,3,3
8494,4,4,2,2,2,1,3,1,3
8495,4,4,2,2,2,1,3,2,3
8496,4,4,2,2,2,1,3,3,3
8497,4,4,2,2,2,1,4,1,3
8498,4,4,2,2,2,1,4,2,3
8499,4,4,2,2,2,1,4,3,3
8500,4,4,2,2,2,2,1,1,3
8501,4,4,2,2,2,2,1,2,3
8502,4,4,2,2,2,2,1,3,3
8503,4,4,2,2,2,2,2,1,3
8504,4,4,2,2,2,2,2,2,3
8505,4,4,2,2,2,2,2,3,3
8506,4,4,2,2,2,2,3,1,3
8507,4,4,2,2,2,2,3,2,3
8508,4,4,2,2,2,2,3,3,3
8509,4,4,2,2,2,2,4,1,3
8510,4,4,2,2,2,2,4,2,3
8511,4,4,2,2,2,2,4,3,3
8512,4,4,2,2,2,3,1,1,3
8513,4,4,2,2,2,3,1,2,3
8514,4,4,2,2,2,3,1,3,3
8515,4,4,2,2,2,3,2,1,3
8516,4,4,2,2,2,3,2,2,3
8518,4,4,2,2,2,3,3,1,3
8519,4,4,2,2,2,3,3,2,3
8520,4,4,2,2,2,3,3,3,3
8522,4,4,2,2,2,3,4,2,3
8523,4,4,2,2,2,3,4,3,3
8524,4,4,2,2,3,2,1,1,1
8525,4,4,2,2,3,2,2,1,1
8526,4,4,2,2,3,2,3,1,1
8527,4,4,2,2,3,2,4,1,1
8528,4,4,2,3,1,1,1,1,1
8530,4,4,2,3,1,1,1,3,1
8531,4,4,2,3,1,1,2,1,1
8533,4,4,2,3,1,1,2,3,1
8534,4,4,2,3,1,1,3,1,1
8535,4,4,2,3,1,1,3,2,1
8536,4,4,2,3,1,1,3,3,1
8537,4,4,2,3,1,1,4,1,1
8538,4,4,2,3,1,1,4,2,1
8539,4,4,2,3,1,1,4,3,1
8540,4,4,2,3,1,2,1,1,1
8541,4,4,2,3,1,2,1,2,1
8542,4,4,2,3,1,2,1,3,1
8543,4,4,2,3,1,2,2,1,1
8544,4,4,2,3,1,2,2,2,1
8545,4,4,2,3,1,2,2,3,1
8546,4,4,2,3,1,2,3,1,1
8547,4,4,2,3,1,2,3,2,1
8548,4,4,2,3,1,2,3,3,1
8549,4,4,2,3,1,2,4,1,1
8550,4,4,2,3,1,2,4,2,1
8551,4,4,2,3,1,2,4,3,1
8552,4,4,2,3,1,3,1,1,1
8553,4,4,2,3,1,3,1,2,1
8554,4,4,2,3,1,3,1,3,1
8555,4,4,2,3,1,3,2,1,1
8556,4,4,2,3,1,3,2,2,1
8557,4,4,2,3,1,3,2,3,1
8558,4,4,2,3,1,3,3,1,1
8559,4,4,2,3,1,3,3,2,1
8560,4,4,2,3,1,3,3,3,1
8561,4,4,2,3,1,3,4,1,1
8562,4,4,2,3,1,3,4,2,1
8563,4,4,2,3,1,3,4,3,1
8564,4,4,2,3,2,1,1,1,3
8565,4,4,2,3,2,1,1,2,3
8566,4,4,2,3,2,1,1,3,3
8567,4,4,2,3,2,1,2,1,3
8568,4,4,2,3,2,1,2,2,3
8570,4,4,2,3,2,1,3,1,3
8572,4,4,2,3,2,1,3,3,3
8574,4,4,2,3,2,1,4,2,3
8575,4,4,2,3,2,1,4,3,3
8576,4,4,2,3,2,2,1,1,3
8577,4,4,2,3,2,2,1,2,3
8578,4,4,2,3,2,2,1,3,3
8579,4,4,2,3,2,2,2,1,3
8580,4,4,2,3,2,2,2,2,3
8581,4,4,2,3,2,2,2,3,3
8582,4,4,2,3,2,2,3,1,3
8583,4,4,2,3,2,2,3,2,3
8584,4,4,2,3,2,2,3,3,3
8585,4,4,2,3,2,2,4,1,3
8586,4,4,2,3,2,2,4,2,3
8587,4,4,2,3,2,2,4,3,3
8590,4,4,2,3,2,3,1,3,3
8591,4,4,2,3,2,3,2,1,3
8592,4,4,2,3,2,3,2,2,3
8594,4,4,2,3,2,3,3,1,3
8595,4,4,2,3,2,3,3,2,3
8596,4,4,2,3,2,3,3,3,3
8597,4,4,2,3,2,3,4,1,3
8598,4,4,2,3,2,3,4,2,3
8599,4,4,2,3,2,3,4,3,3
8600,4,4,2,3,3,2,1,1,1
8602,4,4,2,3,3,2,3,1,1
8603,4,4,2,3,3,2,4,1,1
8604,4,4,3,1,1,1,1,1,1
8606,4,4,3,1,1,1,1,3,1
8608,4,4,3,1,1,1,2,2,1
8609,4,4,3,1,1,1,2,3,1
8610,4,4,3,1,1,1,3,1,1
8612,4,4,3,1,1,1,3,3,1
8613,4,4,3,1,1,1,4,1,1
8614,4,4,3,1,1,1,4,2,1
8615,4,4,3,1,1,1,4,3,1
8616,4,4,3,1,1,2,1,1,1
8617,4,4,3,1,1,2,1,2,1
8618,4,4,3,1,1,2,1,3,1
8619,4,4,3,1,1,2,2,1,1
8620,4,4,3,1,1,2,2,2,1
8621,4,4,3,1,1,2,2,3,1
8622,4,4,3,1,1,2,3,1,1
8623,4,4,3,1,1,2,3,2,1
8624,4,4,3,1,1,2,3,3,1
8625,4,4,3,1,1,2,4,1,1
8626,4,4,3,1,1,2,4,2,1
8627,4,4,3,1,1,2,4,3,1
8628,4,4,3,1,1,3,1,1,1
8629,4,4,3,1,1,3,1,2,1
8630,4,4,3,1,1,3,1,3,1
8631,4,4,3,1,1,3,2,1,1
8633,4,4,3,1,1,3,2,3,1
8634,4,4,3,1,1,3,3,1,1
8635,4,4,3,1,1,3,3,2,1
8636,4,4,3,1,1,3,3,3,1
8637,4,4,3,1,1,3,4,1,1
8638,4,4,3,1,1,3,4,2,1
8639,4,4,3,1,1,3,4,3,1
8640,4,4,3,1,2,2,1,1,1
8641,4,4,3,1,2,2,2,1,1
8642,4,4,3,1,2,2,3,1,1
8643,4,4,3,1,2,2,4,1,1
8644,4,4,3,1,3,2,1,1,1
8645,4,4,3,1,3,2,2,1,1
8646,4,4,3,1,3,2,3,1,1
8647,4,4,3,1,3,2,4,1,1
8648,4,4,3,2,1,1,1,1,1
8649,4,4,3,2,1,1,1,2,1
8650,4,4,3,2,1,1,1,3,1
8651,4,4,3,2,1,1,2,1,1
8652,4,4,3,2,1,1,2,2,1
8653,4,4,3,2,1,1,2,3,1
8654,4,4,3,2,1,1,3,1,1
8655,4,4,3,2,1,1,3,2,1
8656,4,4,3,2,1,1,3,3,1
8657,4,4,3,2,1,1,4,1,1
8658,4,4,3,2,1,1,4,2,1
8660,4,4,3,2,1,2,1,1,1
8661,4,4,3,2,1,2,1,2,1
8662,4,4,3,2,1,2,1,3,1
8663,4,4,3,2,1,2,2,1,1
8664,4,4,3,2,1,2,2,2,1
8665,4,4,3,2,1,2,2,3,1
8666,4,4,3,2,1,2,3,1,1
8667,4,4,3,2,1,2,3,2,1
8668,4,4,3,2,1,2,3,3,1
8669,4,4,3,2,1,2,4,1,1
8670,4,4,3,2,1,2,4,2,1
8671,4,4,3,2,1,2,4,3,1
8672,4,4,3,2,1,3,1,1,1
8673,4,4,3,2,1,3,1,2,1
8674,4,4,3,2,1,3,1,3,1
8675,4,4,3,2,1,3,2,1,1
8676,4,4,3,2,1,3,2,2,1
8677,4,4,3,2,1,3,2,3,1
8678,4,4,3,2,1,3,3,1,1
8679,4,4,3,2,1,3,3,2,1
8680,4,4,3,2,1,3,3,3,1
8682,4,4,3,2,1,3,4,2,1
8683,4,4,3,2,1,3,4,3,1
8684,4,4,3,2,2,2,1,1,1
8685,4,4,3,2,2,2,2,1,1
8686,4,4,3,2,2,2,3,1,1
8688,4,4,3,2,3,2,1,1,1
8689,4,4,3,2,3,2,2,1,1
8690,4,4,3,2,3,2,3,1,1
8692,4,4,3,3,1,1,1,1,1
8693,4,4,3,3,1,1,1,2,1
8694,4,4,3,3,1,1,1,3,1
8695,4,4,3,3,1,1,2,1,1
8696,4,4,3,3,1,1,2,2,1
8697,4,4,3,3,1,1,2,3,1
8698,4,4,3,3,1,1,3,1,1
8699,4,4,3,3,1,1,3,2,1
8700,4,4,3,3,1,1,3,3,1
8701,4,4,3,3,1,1,4,1,1
8702,4,4,3,3,1,1,4,2,1
8703,4,4,3,3,1,1,4,3,1
8704,4,4,3,3,1,2,1,1,1
8705,4,4,3,3,1,2,1,2,1
8706,4,4,3,3,1,2,1,3,1
8707,4,4,3,3,1,2,2,1,1
8709,4,4,3,3,1,2,2,3,1
8710,4,4,3,3,1,2,3,1,1
8711,4,4,3,3,1,2,3,2,1
8712,4,4,3,3,1,2,3,3,1
8713,4,4,3,3,1,2,4,1,1
8714,4,4,3,3,1,2,4,2,1
8715,4,4,3,3,1,2,4,3,1
8716,4,4,3,3,1,3,1,1,1
8717,4,4,3,3,1,3,1,2,1
8718,4,4,3,3,1,3,1,3,1
8719,4,4,3,3,1,3,2,1,1
8720,4,4,3,3,1,3,2,2,1
8721,4,4,3,3,1,3,2,3,1
8722,4,4,3,3,1,3,3,1,1
8723,4,4,3,3,1,3,3,2,1
8724,4,4,3,3,1,3,3,3,1
8725,4,4,3,3,1,3,4,1,1
8726,4,4,3,3,1,3,4,2,1
8727,4,4,3,3,1,3,4,3,1
8728,4,4,3,3,2,2,1,1,1
8729,4,4,3,3,2,2,2,1,1
8730,4,4,3,3,2,2,3,1,1
8731,4,4,3,3,2,2,4,1,1
8732,4,4,3,3,3,2,1,1,1
8733,4,4,3,3,3,2,2,1,1
8734,4,4,3,3,3,2,3,1,1
8735,4,4,3,3,3,2,4,1,1
8736,4,5,1,1,1,1,1,1,1
8737,4,5,1,1,1,1,1,2,1
8739,4,5,1,1,1,1,2,1,1
8743,4,5,1,1,1,1,3,2,1
8744,4,5,1,1,1,1,3,3,1
8745,4,5,1,1,1,1,4,1,1
8746,4,5,1,1,1,1,4,2,1
8747,4,5,1,1,1,1,4,3,1
8748,4,5,1,1,1,2,1,1,1
8749,4,5,1,1,1,2,1,2,1
8751,4,5,1,1,1,2,2,1,1
8753,4,5,1,1,1,2,2,3,1
8754,4,5,1,1,1,2,3,1,1
8755,4,5,1,1,1,2,3,2,1
8756,4,5,1,1,1,2,3,3,1
8757,4,5,1,1,1,2,4,1,1
8758,4,5,1,1,1,2,4,2,1
8760,4,5,1,1,1,3,1,1,1
8761,4,5,1,1,1,3,1,2,1
8762,4,5,1,1,1,3,1,3,1
8764,4,5,1,1,1,3,2,2,1
8765,4,5,1,1,1,3,2,3,1
8766,4,5,1,1,1,3,3,1,1
8767,4,5,1,1,1,3,3,2,1
8768,4,5,1,1,1,3,3,3,1
8769,4,5,1,1,1,3,4,1,1
8771,4,5,1,1,1,3,4,3,1
8772,4,5,1,1,2,2,1,1,1
8773,4,5,1,1,2,2,2,1,1
8774,4,5,1,1,2,2,3,1,1
8775,4,5,1,1,2,2,4,1,1
8776,4,5,1,1,3,2,1,1,1
8777,4,5,1,1,3,2,2,1,1
8778,4,5,1,1,3,2,3,1,1
8779,4,5,1,1,3,2,4,1,1
8780,4,5,1,2,1,1,1,1,1
8781,4,5,1,2,1,1,1,2,1
8782,4,5,1,2,1,1,1,3,1
8783,4,5,1,2,1,1,2,1,1
8784,4,5,1,2,1,1,2,2,1
8785,4,5,1,2,1,1,2,3,1
8786,4,5,1,2,1,1,3,1,1
8788,4,5,1,2,1,1,3,3,1
8789,4,5,1,2,1,1,4,1,1
8790,4,5,1,2,1,1,4,2,1
8791,4,5,1,2,1,1,4,3,1
8792,4,5,1,2,1,2,1,1,1
8795,4,5,1,2,1,2,2,1,1
8796,4,5,1,2,1,2,2,2,1
8797,4,5,1,2,1,2,2,3,1
8799,4,5,1,2,1,2,3,2,1
8800,4,5,1,2,1,2,3,3,1
8801,4,5,1,2,1,2,4,1,1
8802,4,5,1,2,1,2,4,2,1
8804,4,5,1,2,1,3,1,1,1
8806,4,5,1,2,1,3,1,3,1
8807,4,5,1,2,1,3,2,1,1
8808,4,5,1,2,1,3,2,2,1
8809,4,5,1,2,1,3,2,3,1
8810,4,5,1,2,1,3,3,1,1
8812,4,5,1,2,1,3,3,3,1
8813,4,5,1,2,1,3,4,1,1
8814,4,5,1,2,1,3,4,2,1
8816,4,5,1,2,2,2,1,1,1
8817,4,5,1,2,2,2,2,1,1
8818,4,5,1,2,2,2,3,1,1
8819,4,5,1,2,2,2,4,1,1
8820,4,5,1,2,3,2,1,1,1
8821,4,5,1,2,3,2,2,1,1
8822,4,5,1,2,3,2,3,1,1
8823,4,5,1,2,3,2,4,1,1
8824,4,5,1,3,1,1,1,1,1
8826,4,5,1,3,1,1,1,3,1
8828,4,5,1,3,1,1,2,2,1
8829,4,5,1,3,1,1,2,3,1
8830,4,5,1,3,1,1,3,1,1
8831,4,5,1,3,1,1,3,2,1
8832,4,5,1,3,1,1,3,3,1
8833,4,5,1,3,1,1,4,1,1
8834,4,5,1,3,1,1,4,2,1
8835,4,5,1,3,1,1,4,3,1
8836,4,5,1,3,1,2,1,1,1
8837,4,5,1,3,1,2,1,2,1
8838,4,5,1,3,1,2,1,3,1
8839,4,5,1,3,1,2,2,1,1
8840,4,5,1,3,1,2,2,2,1
8841,4,5,1,3,1,2,2,3,1
8842,4,5,1,3,1,2,3,1,1
8843,4,5,1,3,1,2,3,2,1
8844,4,5,1,3,1,2,3,3,1
8845,4,5,1,3,1,2,4,1,1
8846,4,5,1,3,1,2,4,2,1
8847,4,5,1,3,1,2,4,3,1
8848,4,5,1,3,1,3,1,1,1
8849,4,5,1,3,1,3,1,2,1
8851,4,5,1,3,1,3,2,1,1
8852,4,5,1,3,1,3,2,2,1
8853,4,5,1,3,1,3,2,3,1
8854,4,5,1,3,1,3,3,1,1
8855,4,5,1,3,1,3,3,2,1
8856,4,5,1,3,1,3,3,3,1
8857,4,5,1,3,1,3,4,1,1
8858,4,5,1,3,1,3,4,2,1
8859,4,5,1,3,1,3,4,3,1
8860,4,5,1,3,2,2,1,1,1
8862,4,5,1,3,2,2,3,1,1
8863,4,5,1,3,2,2,4,1,1
8865,4,5,1,3,3,2,2,1,1
8867,4,5,1,3,3,2,4,1,1
8868,4,5,2,1,1,1,1,1,1
8869,4,5,2,1,1,1,1,2,1
8870,4,5,2,1,1,1,1,3,1
8871,4,5,2,1,1,1,2,1,1
8872,4,5,2,1,1,1,2,2,1
8873,4,5,2,1,1,1,2,3,1
8874,4,5,2,1,1,1,3,1,1
8875,4,5,2,1,1,1,3,2,1
8876,4,5,2,1,1,1,3,3,1
8877,4,5,2,1,1,1,4,1,1
8878,4,5,2,1,1,1,4,2,1
8879,4,5,2,1,1,1,4,3,1
8880,4,5,2,1,1,2,1,1,1
8882,4,5,2,1,1,2,1,3,1
8883,4,5,2,1,1,2,2,1,1
8884,4,5,2,1,1,2,2,2,1
8886,4,5,2,1,1,2,3,1,1
8887,4,5,2,1,1,2,3,2,1
8888,4,5,2,1,1,2,3,3,1
8889,4,5,2,1,1,2,4,1,1
8890,4,5,2,1,1,2,4,2,1
8891,4,5,2,1,1,2,4,3,1
8892,4,5,2,1,1,3,1,1,1
8893,4,5,2,1,1,3,1,2,1
8894,4,5,2,1,1,3,1,3,1
8895,4,5,2,1,1,3,2,1,1
8896,4,5,2,1,1,3,2,2,1
8897,4,5,2,1,1,3,2,3,1
8898,4,5,2,1,1,3,3,1,1
8899,4,5,2,1,1,3,3,2,1
8900,4,5,2,1,1,3,3,3,1
8901,4,5,2,1,1,3,4,1,1
8902,4,5,2,1,1,3,4,2,1
8903,4,5,2,1,1,3,4,3,1
8905,4,5,2,1,2,2,2,1,1
8907,4,5,2,1,2,2,4,1,1
8909,4,5,2,1,3,2,2,1,1
8910,4,5,2,1,3,2,3,1,1
8911,4,5,2,1,3,2,4,1,1
8912,4,5,2,2,1,1,1,1,1
8913,4,5,2,2,1,1,1,2,1
8914,4,5,2,2,1,1,1,3,1
8915,4,5,2,2,1,1,2,1,1
8916,4,5,2,2,1,1,2,2,1
8917,4,5,2,2,1,1,2,3,1
8918,4,5,2,2,1,1,3,1,1
8919,4,5,2,2,1,1,3,2,1
8920,4,5,2,2,1,1,3,3,1
8921,4,5,2,2,1,1,4,1,1
8922,4,5,2,2,1,1,4,2,1
8923,4,5,2,2,1,1,4,3,1
8924,4,5,2,2,1,2,1,1,1
8925,4,5,2,2,1,2,1,2,1
8926,4,5,2,2,1,2,1,3,1
